
BUSES AND NODES IN ACTIVE CIRCUIT: grid_model

                                    Coord                                 Number of     Nodes
  Bus          Base kV             (x, y)                      Keep?       Nodes        connected ...

"sourcebus"  10.000          (           NA,            NA )     No           3          1    2    3 
"2851"        0.400          ( 185.881001   , 158.652      )     No           3          1    2    3 
"2852"        0.400          ( 191.889999   , 165.277      )     No           3          1    2    3 
"2853"        0.400          ( 167.222001   , 169.927      )     No           3          1    2    3 
"2854"        0.400          ( 164          , 173.261      )     No           3          1    2    3 
"2855"        0.400          ( 167.25       , 165.038      )     No           3          1    2    3 
"2856"        0.400          ( 156.175      , 0.43599999999)     No           3          1    2    3 
"2857"        0.400          ( 147.679      , 19.13        )     No           3          1    2    3 
"2858"        0.400          ( 198.798999   , 51.209       )     No           3          1    2    3 
"2859"        0.400          ( 197.42       , 50.822       )     No           3          1    2    3 
"2860"        0.400          ( 243.281      , 151.848      )     No           3          1    2    3 
"2861"        0.400          ( 245.069      , 140.863      )     No           3          1    2    3 
"2862"        0.400          ( 248.643001   , 153.305999   )     No           3          1    2    3 
"2863"        0.400          ( 249.475001   , 157.629      )     No           3          1    2    3 
"2864"        0.400          ( 234.288      , 126.767      )     No           3          1    2    3 
"2865"        0.400          ( 234.288      , 126.767      )     No           3          1    2    3 
"2866"        0.400          ( 173.835      , 183.513      )     No           3          1    2    3 
"2867"        0.400          ( 192.989001   , 179.791      )     No           3          1    2    3 
"2868"        0.400          ( 185.760001   , 158.385      )     No           3          1    2    3 
"2869"        0.400          ( 191.791001   , 165.215001   )     No           3          1    2    3 
"2870"        0.400          ( 167.234      , 169.838      )     No           3          1    2    3 
"2871"        0.400          ( 167.36       , 164.946      )     No           3          1    2    3 
"2872"        0.400          ( 158.000001   , 1.261        )     No           3          1    2    3 
"2873"        0.400          ( 147.786      , 18.969001    )     No           3          1    2    3 
"2874"        0.400          ( 199.575001   , 51.257       )     No           3          1    2    3 
"2875"        0.400          ( 197.274999   , 50.65        )     No           3          1    2    3 
"2876"        0.400          ( 243.143      , 151.791      )     No           3          1    2    3 
"2877"        0.400          ( 244.856      , 140.845      )     No           3          1    2    3 
"2878"        0.400          ( 248.552      , 153.27       )     No           3          1    2    3 
"2879"        0.400          ( 249.616999   , 157.928      )     No           3          1    2    3 
"2880"        0.400          ( 234.155      , 126.681      )     No           3          1    2    3 
"2881"        0.400          ( 234.155      , 126.681      )     No           3          1    2    3 
"2882"        0.400          ( 172.861999   , 183.488      )     No           3          1    2    3 
"2883"        0.400          ( 193.54926914 , 182.61663874 )     No           3          1    2    3 
"2884"        0.400          ( 185.395999   , 156.736      )     No           3          1    2    3 
"2885"        0.400          ( 191.605001   , 165.178      )     No           3          1    2    3 
"2886"        0.400          ( 167.279      , 169.739      )     No           3          1    2    3 
"2887"        0.400          ( 167.393999   , 164.897001   )     No           3          1    2    3 
"2888"        0.400          ( 147.906001   , 18.713       )     No           3          1    2    3 
"2889"        0.400          ( 199.926999   , 51.313       )     No           3          1    2    3 
"2890"        0.400          ( 197.158      , 50.532       )     No           3          1    2    3 
"2891"        0.400          ( 243.062      , 151.727999   )     No           3          1    2    3 
"2892"        0.400          ( 244.325      , 140.72       )     No           3          1    2    3 
"2893"        0.400          ( 248.442999   , 153.264      )     No           3          1    2    3 
"2894"        0.400          ( 249.745999   , 158.215      )     No           3          1    2    3 
"2895"        0.400          ( 234.039001   , 126.573      )     No           3          1    2    3 
"2896"        0.400          ( 234.039001   , 126.573      )     No           3          1    2    3 
"2897"        0.400          ( 171.795      , 183.548      )     No           3          1    2    3 
"2898"        0.400          ( 193.393001   , 182.449      )     No           3          1    2    3 
"2899"        0.400          ( 201          , 179.261001   )     No           3          1    2    3 
"2900"        0.400          ( 185.395999   , 156.445      )     No           3          1    2    3 
"2901"        0.400          ( 191.418      , 165.19       )     No           3          1    2    3 
"2902"        0.400          ( 167.378001   , 169.654      )     No           3          1    2    3 
